time siteid day_of_year day_of_year(fraction) aod_1640nm aod_1020nm aod_870nm aod_865nm aod_779nm aod_675nm aod_667nm aod_620nm aod_560nm aod_551nm aod_532nm aod_510nm aod_500nm aod_490nm aod_443nm aod_440nm aod_412nm aod_400nm aod_380nm aod_340nm precipitable_water(cm) triplet_variability_1640 triplet_variability_1020 triplet_variability_870 triplet_variability_865 triplet_variability_779 triplet_variability_675 triplet_variability_667 triplet_variability_620 triplet_variability_560 triplet_variability_551 triplet_variability_532 triplet_variability_510 triplet_variability_500 triplet_variability_490 triplet_variability_443 triplet_variability_440 triplet_variability_412 triplet_variability_400 triplet_variability_380 triplet_variability_340 triplet_variability_precipitable_water(cm) 440-870_angstrom_exponent 380-500_angstrom_exponent 440-675_angstrom_exponent 500-870_angstrom_exponent 340-440_angstrom_exponent 440-675_angstrom_exponent[polar] data_quality_level aeronet_instrument_number aeronet_site_name latitude longitude elevation solar_zenith_angle(degrees) optical_air_mass sensor_temperature(degrees_c) ozone(dobson) no2(dobson) last_date_processed number_of_wavelengths exact_wavelengths_of_aod(um)_1640nm exact_wavelengths_of_aod(um)_1020nm exact_wavelengths_of_aod(um)_870nm exact_wavelengths_of_aod(um)_865nm exact_wavelengths_of_aod(um)_779nm exact_wavelengths_of_aod(um)_675nm exact_wavelengths_of_aod(um)_667nm exact_wavelengths_of_aod(um)_620nm exact_wavelengths_of_aod(um)_560nm exact_wavelengths_of_aod(um)_551nm exact_wavelengths_of_aod(um)_532nm exact_wavelengths_of_aod(um)_510nm exact_wavelengths_of_aod(um)_500nm exact_wavelengths_of_aod(um)_490nm exact_wavelengths_of_aod(um)_443nm exact_wavelengths_of_aod(um)_440nm exact_wavelengths_of_aod(um)_412nm exact_wavelengths_of_aod(um)_400nm exact_wavelengths_of_aod(um)_380nm exact_wavelengths_of_aod(um)_340nm exact_wavelengths_of_pw(um)_935nm aod_int_440nm aod_int_470nm aod_int_550nm aod_int_670nm aod_int_870nm aod_int_1240nm aod_int_1640nm
"2021-07-30 07:33:31" Barcelona 211 211.314942 0.094921 0.13961700000000002 0.168019 NaN NaN 0.228052 NaN NaN NaN NaN NaN NaN 0.336444 NaN NaN 0.38902 NaN NaN 0.45256599999999997 0.48779399999999995 3.6347050000000003 0.005111 0.009428 0.014376 NaN NaN 0.021641 NaN NaN NaN NaN NaN NaN 0.027744 NaN NaN 0.031817000000000005 NaN NaN 0.032869 0.031231000000000002 0.09058 1.2412590000000001 1.0771879999999998 1.257149 1.252249 0.887035 NaN lev15 1269 Barcelona 41.38925 2.11206 125.0 60.16488100000001 2.004214 28.5 315.960498 0.264024 30:07:2021 9 1.6383 1.0197 0.8698 NaN NaN 0.6743 NaN NaN NaN NaN NaN NaN 0.4993 NaN NaN 0.4397 NaN NaN 0.3793 0.3399 0.9363 0.38902 0.36148632203709674 0.29906544242625727 0.2302535836109008 0.168019 0.11396193193051195 0.094921
"2021-07-30 08:32:42" Barcelona 211 211.356042 0.090272 0.131737 0.159472 NaN NaN 0.22153 NaN NaN NaN NaN NaN NaN 0.33492 NaN NaN 0.394291 NaN NaN 0.458192 0.494093 3.598243 0.0018 0.003989 0.005878 NaN NaN 0.010513 NaN NaN NaN NaN NaN NaN 0.011557 NaN NaN 0.010144 NaN NaN 0.024347999999999998 0.021317 0.030184 1.3343479999999999 1.1367969999999998 1.353265 1.337996 0.884323 NaN lev15 1269 Barcelona 41.38925 2.11206 125.0 49.163007 1.527088 31.0 315.949708 0.264019 30:07:2021 9 1.6383 1.0197 0.8698 NaN NaN 0.6743 NaN NaN NaN NaN NaN NaN 0.4993 NaN NaN 0.4397 NaN NaN 0.3793 0.3399 0.9363 0.394291 0.3634368917724516 0.29472091503788034 0.22381757327015717 0.159472 0.10718589888764142 0.090272
"2021-07-30 08:48:57" Barcelona 211 211.367326 0.090369 0.134979 0.162942 NaN NaN 0.22376500000000002 NaN NaN NaN NaN NaN NaN 0.334045 NaN NaN 0.392435 NaN NaN 0.457909 0.492011 3.52851 0.00033 0.001146 0.005574 NaN NaN 0.008739 NaN NaN NaN NaN NaN NaN 0.004759 NaN NaN 0.004614 NaN NaN 0.010715 0.011149 0.025546 1.294786 1.144622 1.3173780000000002 1.294543 0.887702 NaN lev15 1269 Barcelona 41.38925 2.11206 125.0 46.202899 1.443106 32.5 315.946745 0.264017 30:07:2021 9 1.6383 1.0197 0.8698 NaN NaN 0.6743 NaN NaN NaN NaN NaN NaN 0.4993 NaN NaN 0.4397 NaN NaN 0.3793 0.3399 0.9363 0.392435 0.3619413537546118 0.29481143990473874 0.22599624456444858 0.162942 0.10958142254881306 0.090369
"2021-07-30 08:51:00" Barcelona 211 211.36875 0.08820399999999999 0.12989 0.156553 NaN NaN 0.215457 NaN NaN NaN NaN NaN NaN 0.326502 NaN NaN 0.383774 NaN NaN 0.44730600000000004 0.48463900000000004 3.5357489999999996 0.001411 0.0039310000000000005 0.005035 NaN NaN 0.0068189999999999995 NaN NaN NaN NaN NaN NaN 0.006519 NaN NaN 0.006808 NaN NaN 0.011521 0.013061000000000001 0.016406 1.324359 1.1423370000000002 1.356123 1.326021 0.913746 NaN lev15 1269 Barcelona 41.38925 2.11206 125.0 45.832589 1.433506 32.3 315.946371 0.264017 30:07:2021 9 1.6383 1.0197 0.8698 NaN NaN 0.6743 NaN NaN NaN NaN NaN NaN 0.4993 NaN NaN 0.4397 NaN NaN 0.3793 0.3399 0.9363 0.383774 0.35394518259824115 0.28726388799634717 0.2176698829661838 0.156553 0.1058685837353316 0.08820399999999999
"2021-07-30 03:04:17" Dalanzadgad 211 211.127975 0.019961000000000003 0.035779000000000005 0.040407 NaN NaN 0.051489 NaN NaN NaN NaN NaN NaN 0.08499 NaN NaN 0.10340799999999999 NaN NaN 0.123715 0.147868 1.444663 0.0075 0.007888 0.009198999999999999 NaN NaN 0.007595 NaN NaN NaN NaN NaN NaN 0.0050799999999999994 NaN NaN 0.005189 NaN NaN 0.004497 0.005306 0.016644 1.412663 1.353825 1.637293 1.357866 1.393419 NaN lev15 885 Dalanzadgad 43.577222 104.419167 1470.0 36.223752000000005 1.238634 25.4 303.677626 0.175608 30:07:2021 9 1.6414 1.0194 0.8695 NaN NaN 0.6748 NaN NaN NaN NaN NaN NaN 0.5009 NaN NaN 0.4397 NaN NaN 0.3798 0.3408 0.9379 0.10340799999999999 0.09378526655367192 0.07257983525695302 0.05205450099413422 0.040407 0.02963647579863805 0.019961000000000003
"2021-07-30 03:09:17" Dalanzadgad 211 211.131447 0.017622 0.032701 0.037097000000000005 NaN NaN 0.04772 NaN NaN NaN NaN NaN NaN 0.079465 NaN NaN 0.096772 NaN NaN 0.117896 0.142204 1.43756 0.0020829999999999998 0.0023120000000000003 0.0027559999999999998 NaN NaN 0.002376 NaN NaN NaN NaN NaN NaN 0.001737 NaN NaN 0.002037 NaN NaN 0.000341 0.000484 0.003325 1.4415209999999998 1.4237600000000001 1.6610900000000002 1.390851 1.5013940000000001 NaN lev15 885 Dalanzadgad 43.577222 104.419167 1470.0 35.480604 1.227107 25.6 303.67652000000004 0.17560699999999999 30:07:2021 9 1.6414 1.0194 0.8695 NaN NaN 0.6748 NaN NaN NaN NaN NaN NaN 0.5009 NaN NaN 0.4397 NaN NaN 0.3798 0.3408 0.9379 0.096772 0.08764135109657421 0.06774615648854275 0.04825784294206869 0.037097000000000005 0.02685399546099003 0.017622
"2021-07-30 03:24:17" Dalanzadgad 211 211.141863 0.015593000000000001 0.030905000000000002 0.035317 NaN NaN 0.046852 NaN NaN NaN NaN NaN NaN 0.079825 NaN NaN 0.09740900000000001 NaN NaN 0.118153 0.14212 1.4084430000000001 0.002123 0.002486 0.001939 NaN NaN 0.001797 NaN NaN NaN NaN NaN NaN 0.003015 NaN NaN 0.002874 NaN NaN 0.001848 0.0027199999999999998 0.018328999999999998 1.524525 1.414902 1.722519 1.48758 1.4731969999999999 NaN lev15 885 Dalanzadgad 43.577222 104.419167 1470.0 33.343681 1.196218 25.9 303.673201 0.175604 30:07:2021 9 1.6414 1.0194 0.8695 NaN NaN 0.6748 NaN NaN NaN NaN NaN NaN 0.5009 NaN NaN 0.4397 NaN NaN 0.3798 0.3408 0.9379 0.09740900000000001 0.08822746750347628 0.0677704978514134 0.047418599754002505 0.035317 0.02499576633140539 0.015593
"2021-07-30 03:29:17" Dalanzadgad 211 211.145336 0.016045 0.030983999999999998 0.035695 NaN NaN 0.046734 NaN NaN NaN NaN NaN NaN 0.078513 NaN NaN 0.096001 NaN NaN 0.11634000000000001 0.14005 1.405642 0.002731 0.002215 0.001754 NaN NaN 0.001336 NaN NaN NaN NaN NaN NaN 0.0022010000000000003 NaN NaN 0.0014609999999999998 NaN NaN 0.003011 0.003461 0.015268 1.4847920000000001 1.418679 1.691096 1.438325 1.472464 NaN lev15 885 Dalanzadgad 43.577222 104.419167 1470.0 32.665946999999996 1.1870829999999999 26.0 303.672095 0.175603 30:07:2021 9 1.6414 1.0194 0.8695 NaN NaN 0.6748 NaN NaN NaN NaN NaN NaN 0.5009 NaN NaN 0.4397 NaN NaN 0.3798 0.3408 0.9379 0.096001 0.0869188756124571 0.0667598913956003 0.047278367384957345 0.035695 0.02499860704455884 0.016045
"2021-07-30 03:34:17" Dalanzadgad 211 211.148808 0.017124 0.032827999999999996 0.037486 NaN NaN 0.049385000000000005 NaN NaN NaN NaN NaN NaN 0.083314 NaN NaN 0.10144500000000001 NaN NaN 0.12343399999999999 0.147845 1.443762 0.00126 0.001977 0.0024129999999999998 NaN NaN 0.0020039999999999997 NaN NaN NaN NaN NaN NaN 0.002457 NaN NaN 0.002746 NaN NaN 0.004325 0.004289 0.021806 1.495673 1.418684 1.693513 1.457006 1.470346 NaN lev15 885 Dalanzadgad 43.577222 104.419167 1470.0 32.007529 1.178498 26.1 303.67098799999997 0.175602 30:07:2021 9 1.6414 1.0194 0.8695 NaN NaN 0.6748 NaN NaN NaN NaN NaN NaN 0.5009 NaN NaN 0.4397 NaN NaN 0.3798 0.3408 0.9379 0.10144500000000001 0.0918999565422918 0.07090224745900893 0.04996843705348404 0.037486 0.02669543851691271 0.017124
"2021-07-30 03:39:17" Dalanzadgad 211 211.15228 0.017668 0.032593000000000004 0.036735000000000004 NaN NaN 0.048313 NaN NaN NaN NaN NaN NaN 0.080144 NaN NaN 0.097151 NaN NaN 0.11761600000000001 0.142123 1.393561 0.003228 0.0028239999999999997 0.002543 NaN NaN 0.001865 NaN NaN NaN NaN NaN NaN 0.0009310000000000001 NaN NaN 0.000789 NaN NaN 0.000917 0.001661 0.004178 1.459078 1.384358 1.6425619999999999 1.422717 1.482357 NaN lev15 885 Dalanzadgad 43.577222 104.419167 1470.0 31.369740999999998 1.170444 26.3 303.669882 0.175601 30:07:2021 9 1.6414 1.0194 0.8695 NaN NaN 0.6748 NaN NaN NaN NaN NaN NaN 0.5009 NaN NaN 0.4397 NaN NaN 0.3798 0.3408 0.9379 0.097151 0.0882168938386223 0.06851871884365392 0.04886662481009132 0.036735000000000004 0.026918940752552478 0.017667999999999996
"2021-07-30 03:44:17" Dalanzadgad 211 211.155752 0.017026 0.033052 0.036633 NaN NaN 0.048767000000000005 NaN NaN NaN NaN NaN NaN 0.080666 NaN NaN 0.098219 NaN NaN 0.11933699999999998 0.142454 1.414583 0.0013460000000000002 0.0021780000000000002 0.001749 NaN NaN 0.0021739999999999997 NaN NaN NaN NaN NaN NaN 0.002715 NaN NaN 0.0037189999999999996 NaN NaN 0.001875 0.0030039999999999997 0.018355 1.4750729999999999 1.413309 1.643992 1.4387729999999999 1.451916 NaN lev15 885 Dalanzadgad 43.577222 104.419167 1470.0 30.753961999999998 1.162908 26.4 303.668776 0.1756 30:07:2021 9 1.6414 1.0194 0.8695 NaN NaN 0.6748 NaN NaN NaN NaN NaN NaN 0.5009 NaN NaN 0.4397 NaN NaN 0.3798 0.3408 0.9379 0.098219 0.088993914898961 0.0689152150322634 0.04932932565940259 0.036633 0.0274286116811107 0.017026
"2021-07-30 03:49:17" Dalanzadgad 211 211.159225 0.016222 0.031603 0.035717 NaN NaN 0.046984 NaN NaN NaN NaN NaN NaN 0.078828 NaN NaN 0.096123 NaN NaN 0.11702699999999999 0.140928 1.39344 0.00141 0.002357 0.000599 NaN NaN 0.000368 NaN NaN NaN NaN NaN NaN 0.0013109999999999999 NaN NaN 0.000936 NaN NaN 0.0019510000000000003 0.003909 0.020052 1.485678 1.425979 1.6824860000000001 1.444141 1.492701 NaN lev15 885 Dalanzadgad 43.577222 104.419167 1470.0 30.161632 1.155875 26.6 303.66767000000004 0.175599 30:07:2021 9 1.6414 1.0194 0.8695 NaN NaN 0.6748 NaN NaN NaN NaN NaN NaN 0.5009 NaN NaN 0.4397 NaN NaN 0.3798 0.3408 0.9379 0.096123 0.08702361826341534 0.06711561376302815 0.047532807461670774 0.035717 0.02583927160373926 0.016222
"2021-07-30 03:54:17" Dalanzadgad 211 211.162697 0.014733000000000001 0.029432999999999997 0.034270999999999996 NaN NaN 0.045175 NaN NaN NaN NaN NaN NaN 0.076549 NaN NaN 0.09410700000000001 NaN NaN 0.11510999999999999 0.13910999999999998 1.4031209999999998 0.00095 0.000182 0.001673 NaN NaN 0.0019199999999999998 NaN NaN NaN NaN NaN NaN 0.0005269999999999999 NaN NaN 0.001397 NaN NaN 0.00114 0.001431 0.005036 1.51475 1.4720090000000001 1.723107 1.4662309999999998 1.524889 NaN lev15 885 Dalanzadgad 43.577222 104.419167 1470.0 29.594243 1.1493309999999999 26.7 303.666564 0.175598 30:07:2021 9 1.6414 1.0194 0.8695 NaN NaN 0.6748 NaN NaN NaN NaN NaN NaN 0.5009 NaN NaN 0.4397 NaN NaN 0.3798 0.3408 0.9379 0.09410700000000001 0.08489291475436142 0.06487461600869093 0.04571222701833949 0.034270999999999996 0.023433780603912532 0.014733000000000001
"2021-07-30 03:59:17" Dalanzadgad 211 211.166169 0.017585 0.033671 0.038482 NaN NaN 0.050395 NaN NaN NaN NaN NaN NaN 0.08393400000000001 NaN NaN 0.10249200000000001 NaN NaN 0.125599 0.150299 1.446094 0.002073 0.0015429999999999999 0.003137 NaN NaN 0.0018859999999999999 NaN NaN NaN NaN NaN NaN 0.0029649999999999998 NaN NaN 0.002919 NaN NaN 0.003525 0.003639 0.018165999999999998 1.468496 1.454956 1.666759 1.422639 1.4960360000000001 NaN lev15 885 Dalanzadgad 43.577222 104.419167 1470.0 29.053341999999997 1.143265 26.9 303.665457 0.175597 30:07:2021 9 1.6414 1.0194 0.8695 NaN NaN 0.6748 NaN NaN NaN NaN NaN NaN 0.5009 NaN NaN 0.4397 NaN NaN 0.3798 0.3408 0.9379 0.10249200000000001 0.09266267105516875 0.07151685032678434 0.050973380716999674 0.038482 0.027367769411673716 0.017585
"2021-07-30 04:04:17" Dalanzadgad 211 211.169641 0.019286 0.035102999999999995 0.039325 NaN NaN 0.050643 NaN NaN NaN NaN NaN NaN 0.082965 NaN NaN 0.099843 NaN NaN 0.121628 0.14685399999999998 1.420517 0.005018 0.005739 0.00476 NaN NaN 0.006476999999999999 NaN NaN NaN NaN NaN NaN 0.009453 NaN NaN 0.007831 NaN NaN 0.010604 0.012853999999999999 0.039702999999999995 1.401348 1.381494 1.597153 1.362434 1.504828 NaN lev15 885 Dalanzadgad 43.577222 104.419167 1470.0 28.540513 1.137666 27.0 303.66435099999995 0.175596 30:07:2021 9 1.6414 1.0194 0.8695 NaN NaN 0.6748 NaN NaN NaN NaN NaN NaN 0.5009 NaN NaN 0.4397 NaN NaN 0.3798 0.3408 0.9379 0.099843 0.0908955224528142 0.07123746199997356 0.051198946813801625 0.039325 0.029180555908432514 0.019286
"2021-07-30 04:09:17" Dalanzadgad 211 211.173113 0.019989 0.035588999999999996 0.039117 NaN NaN 0.050213 NaN NaN NaN NaN NaN NaN 0.0821 NaN NaN 0.098629 NaN NaN 0.120331 0.143528 1.3961540000000001 0.002088 0.00457 0.0017760000000000002 NaN NaN 0.0031550000000000003 NaN NaN NaN NaN NaN NaN 0.004693999999999999 NaN NaN 0.0036969999999999998 NaN NaN 0.007861 0.006412999999999999 0.041711 1.3917469999999998 1.380883 1.588847 1.3531440000000001 1.465916 NaN lev15 885 Dalanzadgad 43.577222 104.419167 1470.0 28.057369 1.132523 27.0 303.663245 0.175595 30:07:2021 9 1.6414 1.0194 0.8695 NaN NaN 0.6748 NaN NaN NaN NaN NaN NaN 0.5009 NaN NaN 0.4397 NaN NaN 0.3798 0.3408 0.9379 0.098629 0.08985232057252161 0.07058129475589081 0.05076093181310851 0.039117 0.03009224578104585 0.019989
"2021-07-30 04:24:17" Dalanzadgad 211 211.18353 0.013094999999999999 0.028607999999999998 0.032510000000000004 NaN NaN 0.042977 NaN NaN NaN NaN NaN NaN 0.07357799999999999 NaN NaN 0.090406 NaN NaN 0.112069 0.135508 1.3542319999999999 0.001472 0.000831 0.001575 NaN NaN 0.0015550000000000002 NaN NaN NaN NaN NaN NaN 0.003154 NaN NaN 0.001493 NaN NaN 0.002052 0.0009310000000000001 0.01185 1.535907 1.519241 1.7479310000000001 1.490376 1.581491 NaN lev15 885 Dalanzadgad 43.577222 104.419167 1470.0 26.8023 1.119746 27.6 303.659926 0.175592 30:07:2021 9 1.6414 1.0194 0.8695 NaN NaN 0.6748 NaN NaN NaN NaN NaN NaN 0.5009 NaN NaN 0.4397 NaN NaN 0.3798 0.3408 0.9379 0.090406 0.08146120156603387 0.062256241925717354 0.04349874230759692 0.032510000000000004 0.022928724355923833 0.013094999999999997
"2021-07-30 04:29:17" Dalanzadgad 211 211.187002 0.014332 0.030033999999999998 0.033949 NaN NaN 0.044838 NaN NaN NaN NaN NaN NaN 0.07600499999999999 NaN NaN 0.093695 NaN NaN 0.114722 0.137875 1.380443 0.002565 0.001794 0.004111999999999999 NaN NaN 0.002944 NaN NaN NaN NaN NaN NaN 0.002786 NaN NaN 0.0038200000000000005 NaN NaN 0.0032979999999999997 0.003978 0.029358 1.52098 1.485447 1.72932 1.4703110000000001 1.508534 NaN lev15 885 Dalanzadgad 43.577222 104.419167 1470.0 26.454056 1.1163450000000001 27.7 303.65882 0.175591 30:07:2021 9 1.6414 1.0194 0.8695 NaN NaN 0.6748 NaN NaN NaN NaN NaN NaN 0.5009 NaN NaN 0.4397 NaN NaN 0.3798 0.3408 0.9379 0.093695 0.08442913635989312 0.06434980550511878 0.04537229790058972 0.033949 0.024304235029715758 0.014331999999999998
"2021-07-30 04:34:17" Dalanzadgad 211 211.190475 0.013396000000000002 0.030255 0.034293000000000004 NaN NaN 0.04614 NaN NaN NaN NaN NaN NaN 0.078694 NaN NaN 0.096446 NaN NaN 0.11834000000000001 0.142626 1.362671 0.002699 0.003588 0.002026 NaN NaN 0.0026899999999999997 NaN NaN NaN NaN NaN NaN 0.0036899999999999997 NaN NaN 0.0032409999999999995 NaN NaN 0.001599 0.002433 0.009567 1.5498120000000002 1.472596 1.733495 1.514353 1.527631 NaN lev15 885 Dalanzadgad 43.577222 104.419167 1470.0 26.143409 1.113364 27.8 303.657714 0.17559 30:07:2021 9 1.6414 1.0194 0.8695 NaN NaN 0.6748 NaN NaN NaN NaN NaN NaN 0.5009 NaN NaN 0.4397 NaN NaN 0.3798 0.3408 0.9379 0.096446 0.08706158884692956 0.06671758999626971 0.04670593708225096 0.034293000000000004 0.024192643897359756 0.013396000000000002
"2021-07-30 04:39:17" Dalanzadgad 211 211.193947 0.012251 0.027888 0.031764999999999995 NaN NaN 0.042533 NaN NaN NaN NaN NaN NaN 0.07309500000000001 NaN NaN 0.08996 NaN NaN 0.111517 0.135388 1.3261180000000001 0.002891 0.001691 0.002874 NaN NaN 0.003 NaN NaN NaN NaN NaN NaN 0.003092 NaN NaN 0.002984 NaN NaN 0.003437 0.003276 0.02648 1.561292 1.525037 1.7606330000000001 1.519967 1.596523 NaN lev15 885 Dalanzadgad 43.577222 104.419167 1470.0 25.871756 1.110797 28.0 303.656607 0.17558900000000002 30:07:2021 9 1.6414 1.0194 0.8695 NaN NaN 0.6748 NaN NaN NaN NaN NaN NaN 0.5009 NaN NaN 0.4397 NaN NaN 0.3798 0.3408 0.9379 0.08996 0.08100133492256863 0.06178730268220578 0.04305876528679023 0.031764999999999995 0.022193755192122442 0.012251000000000001
"2021-07-30 04:44:17" Dalanzadgad 211 211.197419 0.014433000000000001 0.030414999999999998 0.034612000000000004 NaN NaN 0.046327999999999994 NaN NaN NaN NaN NaN NaN 0.078948 NaN NaN 0.096304 NaN NaN 0.11891600000000001 0.143223 1.377342 0.0022329999999999997 0.002209 0.0020440000000000002 NaN NaN 0.00182 NaN NaN NaN NaN NaN NaN 0.00216 NaN NaN 0.003005 NaN NaN 0.002934 0.0031829999999999996 0.017586 1.53626 1.4792459999999998 1.722284 1.5036399999999999 1.551007 NaN lev15 885 Dalanzadgad 43.577222 104.419167 1470.0 25.640376 1.108639 28.0 303.65550099999996 0.17558800000000002 30:07:2021 9 1.6414 1.0194 0.8695 NaN NaN 0.6748 NaN NaN NaN NaN NaN NaN 0.5009 NaN NaN 0.4397 NaN NaN 0.3798 0.3408 0.9379 0.096304 0.08708268660120669 0.06704565711540435 0.04689316989092895 0.034612000000000004 0.024468161129407917 0.014433000000000001
"2021-07-30 04:49:17" Dalanzadgad 211 211.200891 0.016066 0.031238 0.035344 NaN NaN 0.046423 NaN NaN NaN NaN NaN NaN 0.07683200000000001 NaN NaN 0.0941 NaN NaN 0.114274 0.13758900000000002 1.3381399999999999 0.001039 0.000202 0.001099 NaN NaN 0.000188 NaN NaN NaN NaN NaN NaN 0.000669 NaN NaN 0.000698 NaN NaN 0.002821 0.0022440000000000003 0.015907 1.464724 1.432142 1.6566939999999999 1.4161540000000001 1.4816610000000001 NaN lev15 885 Dalanzadgad 43.577222 104.419167 1470.0 25.450398999999997 1.1068870000000002 28.0 303.654395 0.175587 30:07:2021 9 1.6414 1.0194 0.8695 NaN NaN 0.6748 NaN NaN NaN NaN NaN NaN 0.5009 NaN NaN 0.4397 NaN NaN 0.3798 0.3408 0.9379 0.0941 0.08511398821115701 0.06547832075798783 0.04695116176908258 0.035344 0.02552665127604734 0.016066000000000004
"2021-07-30 04:54:17" Dalanzadgad 211 211.204363 0.015628 0.031392 0.034953 NaN NaN 0.045855 NaN NaN NaN NaN NaN NaN 0.076447 NaN NaN 0.092949 NaN NaN 0.11566199999999999 0.138786 1.3755 0.001228 0.0005769999999999999 0.002494 NaN NaN 0.0048270000000000006 NaN NaN NaN NaN NaN NaN 0.005947999999999999 NaN NaN 0.006292 NaN NaN 0.00807 0.007528 0.053551999999999995 1.467808 1.496061 1.6609099999999999 1.4275870000000002 1.568765 NaN lev15 885 Dalanzadgad 43.577222 104.419167 1470.0 25.302785999999998 1.105538 28.3 303.65328900000003 0.175586 30:07:2021 9 1.6414 1.0194 0.8695 NaN NaN 0.6748 NaN NaN NaN NaN NaN NaN 0.5009 NaN NaN 0.4397 NaN NaN 0.3798 0.3408 0.9379 0.092949 0.08411489799299822 0.06522606338388545 0.04638351881621701 0.034953 0.02583967372125545 0.015628
"2021-07-30 04:59:17" Dalanzadgad 211 211.207836 0.012629999999999999 0.028186000000000003 0.032402 NaN NaN 0.042844 NaN NaN NaN NaN NaN NaN 0.073446 NaN NaN 0.09049 NaN NaN 0.11285 0.136152 1.3282459999999998 0.001451 0.0015689999999999999 0.001478 NaN NaN 0.001025 NaN NaN NaN NaN NaN NaN 0.001279 NaN NaN 0.00106 NaN NaN 0.002651 0.002489 0.021567 1.541493 1.55102 1.7564509999999998 1.493192 1.597917 NaN lev15 885 Dalanzadgad 43.577222 104.419167 1470.0 25.198301 1.104589 28.3 303.652182 0.175585 30:07:2021 9 1.6414 1.0194 0.8695 NaN NaN 0.6748 NaN NaN NaN NaN NaN NaN 0.5009 NaN NaN 0.4397 NaN NaN 0.3798 0.3408 0.9379 0.09049 0.0814033948998382 0.06207029480413065 0.04336516445646991 0.032402 0.02232680701356648 0.01263
"2021-07-30 05:04:17" Dalanzadgad 211 211.211308 0.014422999999999998 0.029932999999999998 0.034076999999999996 NaN NaN 0.045415 NaN NaN NaN NaN NaN NaN 0.076939 NaN NaN 0.09379 NaN NaN 0.11723299999999999 0.140707 1.348924 0.001139 0.000424 0.001003 NaN NaN 0.0012109999999999998 NaN NaN NaN NaN NaN NaN 0.003153 NaN NaN 0.0034170000000000003 NaN NaN 0.007126 0.009272 0.031268000000000004 1.5195450000000001 1.521731 1.7062439999999999 1.485135 1.588066 NaN lev15 885 Dalanzadgad 43.577222 104.419167 1470.0 25.137498 1.10404 28.4 303.651076 0.175584 30:07:2021 9 1.6414 1.0194 0.8695 NaN NaN 0.6748 NaN NaN NaN NaN NaN NaN 0.5009 NaN NaN 0.4397 NaN NaN 0.3798 0.3408 0.9379 0.09379 0.08476148196632581 0.06541822688916814 0.04596133993445772 0.034076999999999996 0.024123370309837393 0.014422999999999998
"2021-07-30 05:09:17" Dalanzadgad 211 211.21478 0.017157 0.033454000000000005 0.038124 NaN NaN 0.050809 NaN NaN NaN NaN NaN NaN 0.084236 NaN NaN 0.10295499999999999 NaN NaN 0.127076 0.15207400000000001 1.401753 0.003045 0.001696 0.001271 NaN NaN 0.0028179999999999998 NaN NaN NaN NaN NaN NaN 0.003954999999999999 NaN NaN 0.004936 NaN NaN 0.007063 0.0077670000000000005 0.018603 1.484724 1.484613 1.657009 1.444986 1.525614 NaN lev15 885 Dalanzadgad 43.577222 104.419167 1470.0 25.120704 1.103888 28.3 303.64997 0.175583 30:07:2021 9 1.6414 1.0194 0.8695 NaN NaN 0.6748 NaN NaN NaN NaN NaN NaN 0.5009 NaN NaN 0.4397 NaN NaN 0.3798 0.3408 0.9379 0.10295499999999999 0.09299384561556512 0.07184182515838894 0.0513974848429105 0.038124 0.02717861389979487 0.017157
"2021-07-30 05:24:17" Dalanzadgad 211 211.225197 0.016884 0.032933 0.036725 NaN NaN 0.047799 NaN NaN NaN NaN NaN NaN 0.07812000000000001 NaN NaN 0.093622 NaN NaN 0.116014 0.13856500000000002 1.3047030000000002 0.007267 0.008537000000000001 0.006431999999999999 NaN NaN 0.005267 NaN NaN NaN NaN NaN NaN 0.00847 NaN NaN 0.005123 NaN NaN 0.003722 0.005697 0.009098 1.406669 1.429622 1.583117 1.376725 1.534567 NaN lev15 885 Dalanzadgad 43.577222 104.419167 1470.0 25.334101999999998 1.105823 28.6 303.64665099999996 0.17557999999999999 30:07:2021 9 1.6414 1.0194 0.8695 NaN NaN 0.6748 NaN NaN NaN NaN NaN NaN 0.5009 NaN NaN 0.4397 NaN NaN 0.3798 0.3408 0.9379 0.093622 0.08532388135561488 0.06726313922390974 0.048328483530848294 0.036725 0.027190067008518233 0.016884
"2021-07-30 05:29:17" Dalanzadgad 211 211.228669 0.016735 0.031954 0.036061 NaN NaN 0.046778 NaN NaN NaN NaN NaN NaN 0.076901 NaN NaN 0.092699 NaN NaN 0.115249 0.137508 1.314254 0.0035979999999999996 0.00462 0.0043100000000000005 NaN NaN 0.004784 NaN NaN NaN NaN NaN NaN 0.004504 NaN NaN 0.0038420000000000004 NaN NaN 0.007808 0.00713 0.030836000000000002 1.418894 1.462349 1.609125 1.381693 1.54416 NaN lev15 885 Dalanzadgad 43.577222 104.419167 1470.0 25.491907 1.107268 28.8 303.645545 0.17557899999999999 30:07:2021 9 1.6414 1.0194 0.8695 NaN NaN 0.6748 NaN NaN NaN NaN NaN NaN 0.5009 NaN NaN 0.4397 NaN NaN 0.3798 0.3408 0.9379 0.09269900000000002 0.08421807307281884 0.06596111742064197 0.04729859096854952 0.036061 0.0262313047995019 0.016735
